document,paragraph_index,original_text,simplified_text,original_text_isssues_detected,simplification_rules_applied,tagging_date,tagging_elapsed_time
396505aaf67c46b9ec1a6818d8fb9af6,1,La Carta dei Servizi (di seguito Carta) è uno strumento operativo voluto da una direttiva della Presidenza del Consiglio dei Ministri del 27 gennaio 1994 che fissa i principi ai quali deve uniformarsi l'erogazione dei servizi pubblici.,La Carta dei Servizi (di seguito Carta) è uno strumento voluto da una norma della Presidenza del Consiglio dei Ministri del 27 gennaio 1994 che fissa i principi che regolano i servizi pubblici.,,,2024-03-28T17:42:15.163605,58.0
396505aaf67c46b9ec1a6818d8fb9af6,2,"A tale scopo l'art. 2 comma 461 della Legge Finanziaria anno 2008 ha stabilito che gli Enti locali, per garantire l'universalità, la qualità e l'economicità dei servizi, sono tenuti a definire una ""carta della qualità dei servizi"" d'intesa con le organizzazioni dei consumatori.","A questo scopo l'art. 2 comma 461 della Legge Finanziaria anno 2008 ha stabilito che gli Enti locali, per garantire l'universalità, la qualità e l'economicità dei servizi, devono definire una ""carta della qualità dei servizi"" con l'accordo delle organizzazioni dei consumatori.",,,2024-03-28T17:43:06.466726,49.0
396505aaf67c46b9ec1a6818d8fb9af6,3,"Nella carta vanno precisati gli standard delle prestazioni erogate, le modalità di accesso alle informazioni, quelle per fare reclamo e l'accesso alle procedure conciliative e giudiziarie.","Nella carta devono essere precisati 
gli standard delle prestazioni erogate, 
le modalità di accesso alle informazioni, 
le modalità per fare reclamo e l'accesso alle procedure conciliative e giudiziarie.",,,2024-03-28T17:44:50.975673,101.0
396505aaf67c46b9ec1a6818d8fb9af6,4,"A tal proposito per riferimento si rimanda alle ""Linee Guida"" pubblicate dalla Presidenza del Consiglio dei Ministri sulla G.U. n. 72 del 2013. Il confronto con le associazioni dei consumatori deve essere costante.","A questo proposito per il riferimento si rimanda alle ""Linee Guida"" pubblicate dalla Presidenza del Consiglio dei Ministri sulla Gazzetta Ufficiale n. 72 del 2013. Il confronto con le associazioni dei consumatori deve essere costante.",,,2024-03-28T17:46:16.859865,81.0
396505aaf67c46b9ec1a6818d8fb9af6,5,"La Carta ha la finalità di qualificare il livello dei servizi offerto nei riguardi non solo del committente del servizio, ma soprattutto nei riguardi dei singoli utilizzatori dello stesso, garantendo il controllo delle attività svolte, il colloquio continuo con l'utenza e l'intervento per l'attuazione ed il rispetto dei principi della ""Carta"".","La Carta intende qualificare il livello dei servizi offerto verso il committente del servizio, ma soprattutto nei riguardi dei singoli utilizzatori del servizio. La Carta garantisce il controllo delle attività svolte, il colloquio continuo con gli utenti e l'intervento per l'attuazione ed il rispetto dei principi della ""Carta"".",,,2024-03-28T17:50:33.383295,124.0
396505aaf67c46b9ec1a6818d8fb9af6,6,"La Carta rappresenta quindi l'impegno dell'ATI (Associazione Temporanea d'Imprese) ad assicurare la qualità nei confronti dei clienti e dei fruitori dei servizi in genere, entro gli standard stabiliti nel documento ed agisce sulla chiarezza del rapporto e sulle strategie di miglioramento continuo del prodotto servizio.",La Carta rappresenta quindi l'impegno dell'ATI (Associazione Temporanea d'Imprese) ad assicurare la qualità nei confronti dei clienti e dei fruitori dei servizi in genere. I servizi devono rientrare entro gli standard stabiliti nel documento. La Carta aumenta la chiarezza nei rapporti e nelle strategie di miglioramento continuo del prodotto servizio.,,,2024-03-28T17:54:07.100699,123.0
396505aaf67c46b9ec1a6818d8fb9af6,7,"La Carta si applica alle seguenti attività:
- Raccolta e trasporto rifiuti solidi urbani, urbani ingombranti, speciali assimilati agli urbani, urbani pericolosi.
- Raccolta differenziata
- Pulizia stradale sia meccanizzata che manuale
- Smaltimento rifiuti solidi urbani indifferenziati, rifiuti solidi urbani differenziati, urbani ingombranti, speciali assimilati agli urbani, urbani pericolosi
- Servizi accessori: pulizia caditoie stradali, diserbo stradale meccanizzato e chimico, rimozione manifesti abusivi, cancellazione scritte abusive","La Carta si applica alle seguenti attività:
- Raccolta e trasporto rifiuti solidi urbani, urbani ingombranti, speciali assimilati agli urbani, urbani pericolosi.
- Raccolta differenziata
- Pulizia stradale sia meccanizzata che manuale
- Smaltimento rifiuti solidi urbani indifferenziati, rifiuti solidi urbani differenziati, urbani ingombranti, speciali assimilati agli urbani, urbani pericolosi
- Servizi accessori: pulizia caditoie stradali, diserbo stradale meccanizzato e chimico, rimozione manifesti abusivi, cancellazione scritte abusive",,,2024-03-28T17:54:30.824874,22.0
396505aaf67c46b9ec1a6818d8fb9af6,8,"I principi della ""Carta"" sono correlabili ai criteri di qualità del servizio, di tutela del cittadino quale fruitore dello stesso e di garanzia del rispetto della qualità e dell'ambiente.","I principi della ""Carta"" sono legati ai criteri di qualità del servizio, di tutela del cittadino, come utente del servizio e di garanzia del rispetto della qualità e dell'ambiente.",,,2024-03-28T17:55:05.896706,33.0
396505aaf67c46b9ec1a6818d8fb9af6,9,"Nella Carta il cittadino trova informazioni chiare sulla metodologia di erogazione e standard di qualità dei servizi, sui propri diritti e modalità di tutela, nonché gli indirizzi, i contatti, le procedure, i tempi e tutto ciò che serve per capire il funzionamento del sistema.","Nella Carta il cittadino trova informazioni chiare su:
come vengono erogati i servizi,
sui livelli di qualità dei servizi,
sui propri diritti e modalità di tutela, 
sugli indirizzi, i contatti, le procedure, i tempi
tutto ciò che serve per capire il funzionamento del sistema.",,,2024-03-28T18:03:22.887142,326.0
396505aaf67c46b9ec1a6818d8fb9af6,10,L'utente ha pertanto l'opportunità di interagire con l'Azienda fornendo indicazioni sulla qualità del servizio e suggerimenti per migliorarlo e renderlo completo.,"L'utente può interagire con l'Azienda, fornendo indicazioni sulla qualità del servizio e suggerimenti per migliorarlo e renderlo completo.",,,2024-03-28T18:03:49.902729,25.0
