document,paragraph_index,original_text,simplified_text,original_text_isssues_detected,simplification_rules_applied,tagging_date,tagging_elapsed_time
3e0abd25f3bcf417e9e0a8b74e158ef5,1,"Il presente allegato disciplina la procedura per la messa in esercizio, l'accreditamento e i conseguenti provvedimenti relativi all'attività delle unità d'offerta sociosanitarie, nel rispetto dei requisiti definiti previsti dalla normativa nazionale e regionale vigente.","Questo allegato regola  il funzionamento e il riconoscimento dei provvedimenti relativi alle offerte sociosanitarie, nel rispetto dei requisiti previsti dalla legge nazionale e regionale.",,,2024-04-04T02:26:39.585159,201.0
3e0abd25f3bcf417e9e0a8b74e158ef5,2,"L'esercizio delle unità d'offerta sociosanitarie, ad eccezione di quelle con piano programma in corso e ancora soggette ad autorizzazione all'esercizio, è subordinato alla presentazione di una segnalazione certificata di inizio attività (SCIA) ai sensi dell'articolo 19 della legge 7 agosto 1990, n. 241, Nuove norme in materia di procedimento amministrativo e di diritto di accesso ai documenti amministrativi.","L'esercizio delle unità d'offerta sociosanitarie (ad esempio centri per anziani o per disabili, case di riposo) può avvenire dopo aver presentato un certificato di inizio attività (SCIA). Questa regola non vale per le unità s'offerta che hanno un piano programma in corso e sono ancora autorizzate, come vuole l'articolo 19 della legge 7 agosto 1990, n. 241, Nuove norme in materia di procedimento amministrativo e di diritto di accesso ai documenti amministrativi.",termine tecnico privo di equivalente,esemplificazione,2024-04-04T02:31:31.789072,199.0
3e0abd25f3bcf417e9e0a8b74e158ef5,3,"La SCIA deve essere presentata nei seguenti casi:
- messa in esercizio di nuova unità d'offerta;
- trasferimento in altra sede di unità d'offerta già abilitata all'esercizio, anche all'interno dello stesso edificio;
- variazione della capacità ricettiva;
- variazioni nell'assetto dei servizi o delle prestazioni erogate;
- trasformazione di unità d'offerta esistente in altra tipologia;
- modifica dell'articolazione degli spazi della medesima unità di offerta, qualora le modifiche comportino, anche senza interventi edilizi, il mutare delle condizioni previste dal regolamento d'igiene o di sicurezza dei locali (come ad esempio: trasformazione di uffici in ambulatorio o palestre, trasformazione di aree di socializzazione in aree dove vengono erogate prestazioni sanitarie).
- eventi modificativi del soggetto gestore per le unità di offerta non accreditate (a titolo esemplificativo: nel caso di persone giuridiche private può trattarsi di subentro di un nuovo soggetto gestore, scioglimento, fusione per incorporazione o costituzione di un nuovo ente; nel caso di enti pubblici può trattarsi di successione tra enti, anche per effetto di intervenute modifiche del quadro normativo di riferimento)","La SCIA (segnalazione certificata di inizio attività) deve essere presentata in questi casi:
- avviamento di nuova unità d'offerta;
- trasferimento in altra sede di unità d'offerta già abilitata a dare servizi, anche all'interno dello stesso edificio;
- variazione del numero di utenti;
- variazioni nel tipo di servizi prestati;
- trasformazione di unità d'offerta esistente in altra tipologia;
- modifica della sistemazione degli spazi della medesima unità di offerta, se le modifiche cambiano le condizioni previste dal regolamento d'igiene o di sicurezza dei locali (come ad esempio: trasformazione di uffici in ambulatorio o palestre, trasformazione di aree di socializzazione in aree dove vengono erogate prestazioni sanitarie).
- cambio nel personale che gestisce le unità di offerta non accreditate (a titolo esemplificativo: nel caso di individui può trattarsi di arrivo di un nuovo gestore, oppure dello scioglimento, fusione per incorporazione o costituzione di un nuovo ente. Nel caso di enti pubblici può trattarsi di successione tra enti, anche dovuti a modifiche delle leggi)",acronimo,chiarire acronimo,2024-04-04T02:37:38.890980,329.0
3e0abd25f3bcf417e9e0a8b74e158ef5,4,"Al fine di semplificare il procedimento, non è necessario produrre nuovamente documenti e dichiarazioni sostitutive di certificazioni o di atto notorio ancora in corso di validità già prodotti in altri procedimenti, ma è sufficiente citare nella SCIA il procedimento nel quale i documenti sono stati prodotti. Analogamente, nel caso di SCIA per varianti o modifiche (punti 3, 4 e 6), la documentazione da produrre riguarda le sole variazioni intervenute, aggiornando se necessario le planimetrie precedentemente autorizzate o positivamente verificate","Per semplificare il procedimento, non è necessario inviare nuovamente documenti e certificazioni o atti notori ancora validi se sono stati già inviati in altri procedimenti. In questi casi basta citare nella SCIA (segnalazione certificata di inizio attività) il procedimento nel quale i documenti sono stati allegati. Ugualmente se si ha una SCIA per varianti o modifiche (punti 3, 4 e 6), si deve allegare documentazione che riguarda le sole variazioni. Se è necessario, bisgona aggiornare le planimetrie precedentemente autorizzate o verificate",,,2024-04-04T02:41:36.958705,233.0
3e0abd25f3bcf417e9e0a8b74e158ef5,5,"Non sono soggette a presentazione di SCIA, ma a semplice comunicazione alla ATS e per conoscenza alla Regione, le seguenti fattispecie:
- variazione del legale rappresentante del soggetto gestore: alla comunicazione si devono allegare l'atto di nomina e l'autocertificazione del possesso dei requisiti soggettivi del nuovo legale rappresentante (utilizzando la modulistica regionale);
- trasformazione giuridica del soggetto gestore che non si sostanzi nel subentro di un nuovo soggetto gestore: alla comunicazione si allega la documentazione relativa alla trasformazione avvenuta;
- modifiche nell'articolazione degli spazi che non comportino il mutare delle condizioni previste dal regolamento d'igiene o di sicurezza dei locali e interventi di manutenzione ordinaria e straordinaria. Le suddette comunicazioni sono trasmesse alla ATS con gli elaborati grafici aggiornati e l'indicazione dettagliata e motivata delle variazioni eseguite","Per queste modifiche non è necessitano presentare una SCIA (segnalazione certificata di inizio attività), ma basta una comunicazione alla ATS (agenzia di tutela della salute) e per conoscenza alla Regione:
- variazione del legale rappresentante del gestore: alla comunicazione si devono allegare l'atto di nomina e l'autocertificazione del possesso dei requisiti del nuovo legale rappresentante (utilizzando la modulistica regionale);
- trasformazione giuridica del gestore che non comporta un nuovo soggetto gestore: alla comunicazione si allega la documentazione relativa alla trasformazione avvenuta;
- modifiche negli spazi che non fanno mutare le condizioni previste dal regolamento d'igiene o di sicurezza dei locali e interventi di manutenzione ordinaria e straordinaria. Queste comunicazioni sono inviate alla ATS (agenzia di tutela della salute) con le piantine aggiornate e l'indicazione dettagliata e motivata delle variazioni eseguite",,,2024-04-04T02:47:16.448177,333.0
3e0abd25f3bcf417e9e0a8b74e158ef5,6,"Il legale rappresentante del soggetto gestore (o il procuratore speciale) presenta la SCIA, utilizzando la modulistica regionale, alla ATS competente per territorio, per conoscenza al comune di ubicazione dell'unità d'offerta e alla Regione, mediante presentazione diretta, invio postale con raccomandata con avviso di ricevimento, posta elettronica certificata (PEC). Unicamente per la ATS, alla SCIA devono essere allegati autocertificazioni, attestazioni ed elaborati tecnici atti a comprovare la sussistenza dei requisiti minimi stabiliti dal D.P.R. 14 gennaio 1997, dal presente provvedimento e dalla normativa regionale vigente in relazione alle singole tipologie di unità d'offerta.","Il legale rappresentante del gestore (o il procuratore speciale) presenta la SCIA, nella modulistica regionale. La invia alla ATS che si occupe del territorio specifico, e la invia per conoscenza al comune dove si trova l'unità d'offerta e alla Regione. Può inviare la SCIA a mano, con invio postale con raccomandata con avviso di ricevimento, oppure per posta elettronica certificata (PEC). Alla SCIA devono essere allegati autocertificazioni, attestazioni ed elaborati tecnici che mostrano la presenza dei requisiti minimi stabiliti dal D.P.R. 14 gennaio 1997, dal presente provvedimento e dalla normativa regionale vigente in relazione alle singole tipologie di unità d'offerta.",,,2024-04-04T02:51:05.289790,224.0
3e0abd25f3bcf417e9e0a8b74e158ef5,7,"La SCIA riguarda una sola unità d'offerta sociosanitaria. In caso di segnalazione da parte dello stesso soggetto gestore per una pluralità di strutture, è necessaria la presentazione di una SCIA separata per ciascuna di esse.","La SCIA (Segnalazione certifica di inizio attività) riguarda una sola unità d'offerta sociosanitaria. Se il gestore segnala la presenza di più strutture, si deve presentare una SCIA separata per ogni struttura.",,,2024-04-06T13:01:35.788498,169.0
3e0abd25f3bcf417e9e0a8b74e158ef5,8,"Dalla data di presentazione della SCIA, cioè di effettiva ricezione della stessa da parte della ATS, il soggetto è abilitato a porre in esercizio la relativa unità d'offerta e assume la responsabilità diretta della relativa gestione.","Da quando la SCIA (segnalazione certificata di inizio attività) viene effettivamente ricevuta della ATS (agenzia di tutela della salute), il soggettopuò iniziare la attività proposta e ha la responsabilità diretta sulla gestione.",,,2024-04-06T13:04:08.605885,149.0
3e0abd25f3bcf417e9e0a8b74e158ef5,9,La presentazione della SCIA presuppone il possesso di tutti i requisiti minimi stabiliti dalle disposizioni vigenti per l'esercizio dell'unità d'offerta. Lo standard di personale deve essere assicurato in relazione alla progressiva presa in carico di utenti.,Si presenta la SCIA (segnalazione certificata di inizio attività) se si hanno tutti i requisiti minimi stabiliti dalle leggi per svolgere l'attività. La presenza del personale adeguato deve essere assicurato prima dell'arrivo degli utenti.,,,2024-04-06T13:05:50.402187,97.0
3e0abd25f3bcf417e9e0a8b74e158ef5,10,La ATS non può subordinare in alcun modo l'inizio dell'effettivo esercizio dell'unità di offerta alla preventiva positiva verifica di sussistenza dei requisiti dichiarati e attestati nella SCIA.,"La ATS (agenzia di tutela della salute) non può attendere di controllare i requisiti dichiarati e attestati nella SCIA, prima dell'inizio dell'attività.",,,2024-04-06T17:05:49.161573,111.0
