document,paragraph_index,original_text,simplified_text,original_text_isssues_detected,simplification_rules_applied,tagging_date,tagging_elapsed_time
6d52bcc84ee3fa9bfec74bb009537bd2,1,"Il presente Disciplinare ha per oggetto l'affidamento in appalto mediante procedura aperta del Servizio di igiene urbana, raccolta e trasporto e smaltimento dei rifiuti solidi urbani con modalità differenziata porta a porta nei Comuni di:
- Acquaviva D'Isernia
- Filignano 
- Forli Del Sannio
- Montenero Valcocchiara
- Pizzone
- Rionero Sannitic","Il presente Disciplinare regola le gare di appalto attraverso una gara pubblica del Servizio di igiene urbana, raccolta e trasporto e smaltimento dei rifiuti differenziati ritirati porta a porta nei Comuni di:
- Acquaviva D'Isernia
- Filignano 
- Forli Del Sannio
- Montenero Valcocchiara
- Pizzone
- Rionero Sannitic",locuzioni verbali,,2024-03-13T10:14:37.455627,119.0
6d52bcc84ee3fa9bfec74bb009537bd2,2,"Affidamento Servizio di igiene urbana, raccolta e trasporto e smaltimento dei Rifiuti Urbani con modalità differenziata domiciliare nel Comune di:
- Acquaviva D'Isernia
- Filignano 
- Forli Del Sannio
- Montenero Valcocchiara
- Pizzone
- Rionero Sannitic","Affidamento Servizio di igiene urbana, raccolta e trasporto e smaltimento dei Rifiuti Urbani attraverso la raccolta differenziata porta a porta nel Comune di:
- Acquaviva D'Isernia
- Filignano 
- Forli Del Sannio
- Montenero Valcocchiara
- Pizzone
- Rionero Sannitic",lessico tecnico,sostituzione,2024-03-13T10:15:38.739768,60.0
6d52bcc84ee3fa9bfec74bb009537bd2,3,Raccolta differenziata per tutte le utenze commerciali alimentari e nel settore della ristorazione presenti sul territorio comunale;,Raccolta differenziata per tutte le i negozi alimentari e nel settore della ristorazione presenti sul territorio comunale;,,,2024-03-13T10:16:17.061287,37.0
6d52bcc84ee3fa9bfec74bb009537bd2,4,"Gestione eventuale della raccolta differenziata presso postazioni stradali ad hoc, di adeguata capacità, opportunamente inserite nel contesto urbanistico ed ambientale circostante, senza procurare intralcio al traffico ordinario;","Gestione eventuale della raccolta differenziata presso apposisti contenitori dei rifiuti, abbstanza capienti, opportunamente inserite nel contesto urbanistico ed ambientale circostante, senza procurare intralcio al traffico normale;",latinismo | lessico ,sostituzione lessicale,2024-03-13T10:17:45.636976,86.0
6d52bcc84ee3fa9bfec74bb009537bd2,5,"Raccolta ""dedicata"" di rifiuti urbani ed assimilati agli urbani per almeno le seguenti frazioni di: RAEE (Rifiuti di apparecchiature elettriche ed elettroniche), ingombranti, pile, farmaci, verde, oli vegetali esausti, inerti, abiti usati e trasporto ad impianti autorizzati;","Raccolta ""dedicata"" di rifiuti urbani ed analoghi agli urbani per almeno le seguenti parti di rifiuti di: RAEE (Rifiuti di apparecchiature elettriche ed elettroniche), ingombranti, pile, farmaci, verde, oli vegetali esausti, inerti, abiti usati e trasporto ad impianti autorizzati;",,,2024-03-13T10:18:26.251111,39.0
6d52bcc84ee3fa9bfec74bb009537bd2,6,"Raccolta dei rifiuti abbandonati nelle aree pubbliche o di pubblica fruizione, in tutto il territorio comunale;","Raccolta dei rifiuti abbandonati nelle aree pubbliche o aperte al pubblico, in tutto il territorio comunale;",,,2024-03-13T10:18:54.677985,27.0
6d52bcc84ee3fa9bfec74bb009537bd2,7,"Raccolta dei rifiuti cimiteriali nei civici cimiteri Area ""D""","Raccolta dei rifiuti cimiteriali nei civici cimiteri Area ""D""",,,2024-03-13T10:19:03.201270,7.0
6d52bcc84ee3fa9bfec74bb009537bd2,8,"Trasporto e avvio a recupero delle frazioni raccolte, presso impianti debitamente autorizzati;","Trasporto e recupero delle parti di rifiuti raccolte, presso impianti debitamente autorizzati;",,,2024-03-13T10:19:39.480255,35.0
6d52bcc84ee3fa9bfec74bb009537bd2,9,"Servizio di lavaggio, disinfezione e deodorazione dei contenitori posizionati su suolo pubblico per rifiuti di tutte le tipologie;","Servizio di lavaggio, disinfezione e deodorazione dei contenitori posizionati su suolo pubblico per rifiuti di tutte le tipologie;",,,2024-03-13T10:19:48.047385,7.0
6d52bcc84ee3fa9bfec74bb009537bd2,10,"distribuzione di sacchi, mastelli e contenitori ed altro materiale (volantini materiali di raccolta), per la raccolta forniti dall'amministrazione proponente in fase di prima attuazione del progetto;","distribuzione di sacchi, mastelli e contenitori ed altro materiale (volantini materiali di raccolta), per la raccolta forniti dall'amministrazione durante la prima attuazione del progetto;",,,2024-03-13T10:20:24.263789,35.0
