document,paragraph_index,original_text,simplified_text,original_text_isssues_detected,simplification_rules_applied,tagging_date,tagging_elapsed_time
07108e7d68b7e897ed6a800be9802105,1,"Le amministrazioni locali devono dare attuazione alle nuove disposizioni dettate dal D. Lgs. n. 175 del 19 agosto 2016, recante ""Testo unico in materia di società a partecipazione pubblica"", per come modificato e integrato dal decreto legislativo 16 giugno 2017, n. 100.","I comuni devono attuare le nuove indicazioni dettate dal decreto legislativo n. 175 del 19 agosto 2016. Questa legge ha come titolo ""Testo unico in materia di società a partecipazione pubblica"" ed è stata modificata e integrata dalla legge 16 giugno 2017, n. 100.",,,2024-04-13T16:07:06.553121,92.0
07108e7d68b7e897ed6a800be9802105,2,"Il ""Testo unico in materia di società a partecipazione pubblica"" (in avanti, per brevità, T.U.S.P.) impone a tutte le amministrazioni pubbliche di effettuare annualmente, entro il 31 dicembre, una ""analisi dell'assetto complessivo delle società in cui detengono partecipazioni, dirette o indirette, predisponendo, ove ricorrono i presupposti di cui al comma 2, un piano di riassetto per la loro razionalizzazione, fusione o soppressione, anche mediante messa in liquidazione o cessione..."".","Il ""Testo unico in materia di società a partecipazione pubblica"" impone un compito a tutti i comuni da fare ogni anno, entro il 31 dicembre. I comuni devono analizzare le propie società partecipate, dirette o indirette. Se ci sono le condizioni indicate al comma 2, il comune deve sistemare, accorpare o sopprendere, liquidare o chiudere..."".",frasi lunghe | lessico tecnico,spezzare frasi | sostituzione lessicale,2024-04-13T16:14:10.427220,389.0
07108e7d68b7e897ed6a800be9802105,3,"Ai sensi delle previsioni di cui all'art. 4, comma 1, del predetto T.U.S.P., le Pubbliche Amministrazioni, ivi compresi le Provincie, non possono, direttamente o indirettamente, mantenere partecipazioni, anche di minoranza, in società aventi per oggetto attività di produzione di beni e servizi non strettamente necessarie per il perseguimento delle proprie finalità istituzionali. La razionalizzazione periodica deve pertanto evidenziare quelle partecipazioni delle quali non si ravvisa la necessità del mantenimento per il perseguimento delle finalità dell'Ente e che, pertanto devono essere dismesse.","Come dice l'art. 4, comma 1, di questo testo, i comuni le Provincie non possono possedere società che offrono beni e servizi non strettamente necessari ai fini istituzionali. Comuni e provincie devono cercare spesso le aziende partecipate che non hanno gli scopi dell'amministrazione. Queste aziende devono essere chiuse.",,,2024-04-13T16:23:32.606508,326.0
07108e7d68b7e897ed6a800be9802105,4,"Al fine della corretta gestione delle partecipazioni societarie, è necessario che la Provincia definisca un efficace sistema di controllo e di vigilanza delle società partecipate, funzionale alla preventiva acquisizione di dati ed informazioni utili alla motivazione della scelta di mantenere o dismettere la partecipazione. Nello specifico, questo Ente deve sottoporre le società partecipate ad un penetrante controllo in ordine alla realizzazione degli obiettivi preventivamente individuati, ai reciproci rapporti finanziari, alla situazione contabile, gestionale e organizzativa delle società nonché ai possibili squilibri economico-finanziari rilevanti per il bilancio della Provincia.","Per gestire bene le società possedute, la Provincia deve controllare e vigilare le società partecipate. Il controllo è necessario per decidere di mantenere o togliere la partecipazione. Il comune o la provincia deve controllare bene le società. Deve soprattutto controllare
gli obiettivi individuati prima, 
le questioni economiche e organizzative della società 
i costi per il bilancio della Provincia.",,,2024-04-13T16:27:30.951507,233.0
07108e7d68b7e897ed6a800be9802105,5,"La scelta di mantenere lo strumento societario, inoltre, necessita di una puntuale ed argomentata motivazione, soprattutto nel caso di società in perdita strutturale, le cui partecipazioni si ritenga, ciò nonostante, di mantenere. La valutazione dell'Ente, dunque non può prescindere da un'attenta analisi dei risultati economici e della gestione finanziaria delle società partecipate. A tal proposito, il d. lgs. 175/2016, con l'obiettivo di responsabilizzare maggiormente gli Enti, prevede che in caso di perdite reiterate nella partecipata gli Enti sono tenuti ad accantonare risorse e a decurtare i compensi degli amministratori (art. 21), dando atto che il conseguimento di un risultato economico negativo per due anni consecutivi rappresenta giusta causa per la revoca degli amministratori, nonché per l'avvio del processo di razionalizzazione delle società con un trend negativo per quatto anni nell'ultimo quinquennio (artt. 20 e 24). La formulazione complessiva del decreto, evidenzia che la ratio legis si sostanzia nell'intento del legislatore di dare impulso al riordino e alla razionalizzazione delle partecipazioni societarie pubbliche anche mediante la previsione di pesanti sanzioni. Da quanto sopra, emerge che questo Ente è obbligato, indipendentemente dalla consistenza più o meno ampia della propria partecipazione azionaria, ad un effettivo monitoraggio sull'andamento delle società. La Provincia di Catanzaro detiene partecipazioni nelle società di seguito elencate:","Ci deve essere una buona ragione per mantenere una società. Soprattutto se il comune o la provincia vuole mantenere una società in perdita. Il comune o la provincia deve sempre analizzare come sono gestiti i guadagni e le spese delle società partecipate. La legge 175/2016 vuole rendere responsabili comuni e provincie. La legge dice che se ci sono continue perdite delle aziende partecipate, gli amministratori devono pagare rinunciando a una parte degli stipendi. Se la perdita economica dura per due anni consecutivi, gli amministratori perdono il posto. Le società che perdono soldi per più di quatto anni nell'ultimo quinquennio sono razionalizzate (artt. 20 e 24). Lo stato con questa legge vuole sistemare le società pubbliche anche usando multe pesanti. Quindi, la provincia di Catanzaro deve sempre controllare come vanno le sue società. La Provincia di Catanzaro possiede parti delle società di seguito elencate:",frasi lunghe | passivi | sintassi contorta | latinismi | termini tecnici,spezzare le frasi | portare all'attivo | sostituzione lessicale,2024-04-13T16:45:46.455757,722.0
07108e7d68b7e897ed6a800be9802105,6,"È una società per azioni a maggioranza pubblica che ha sede nel Comune di Lamezia Terme, Zona Industriale area ex SIR. La società è stata costituita in data 17 marzo 1997. È iscritta nel Registro delle Imprese di Catanzaro dal 14 agosto 1997 (Codice fiscale 0212133095, n. R.E.A. CZ-154049). La società ha per oggetto la promozione di attività dirette al rilancio ed allo sviluppo produttivo e occupazionale dell'area ex SIR di Lamezia Terme nel quadro dell'utilizzo di risorse rivenienti dai fondi nazionali di cui alla legge n. 263/93, alle leggi regionali n. 488/92 e n. 341/95 e di altre normative regionali, nazionali e comunitarie nonché il rilancio economico e sociale di Lamezia Terme e del suo comprensorio. Il capitale sociale è pari ad € 3.500.000,00, interamente versato, suddiviso in 700.000 azioni del valore nominale di € 5,00. L'Amministrazione Provinciale di Catanzaro possiede una partecipazione di n. 97.312 azioni, per un valore nominale di € 486.560,00 pari al 13,90%.","È una società posseduta da una maggioranza pubblica che si trova nel Comune di Lamezia Terme, Zona Industriale area ex SIR. La società è nata il 17 marzo 1997. È iscritta nel Registro delle Imprese di Catanzaro dal 14 agosto 1997 (Codice fiscale 0212133095, n. R.E.A. CZ-154049). La società promuove il rilancio e lo sviluppo dell'area ex SIR di Lamezia Terme. La società usa i fondi nazionali, indicati 
nella legge n. 263/93, 
nelle leggi regionali n. 488/92 e n. 341/95 e 
in altre normative regionali, nazionali e comunitarie. 

La società vuole migliorare la situazione sociale ed economica di Lamezia Terme e delle zone vicine. La società ha un capitale di € 3.500.000,00, suddiviso in 700.000 azioni, ogni azione vale € 5,00. La Provincia di Catanzaro ha 97.312 azioni, per un valore totale di € 486.560,00 pari al 13,90%.",,,2024-04-14T13:41:02.732539,750.0
07108e7d68b7e897ed6a800be9802105,7,"La compagine societaria è costituita da 26 soci tutti Soggetti Promotori del Patto Territoriale Lametino ed i cui azionisti di riferimento sono – oltre alla PROVINCIA di Catanzaro, il COMUNE di Lamezia Terme con una partecipazione del 28,52%, la Regione Calabria attraverso ""FINCALABRA S.P.A."", con una partecipazione del 20%, ""INVITALIA SPA"" attraverso ""Investire Partecipazioni"", con una partecipazione del 20%, la C.C.I.A.A. di Catanzaro, con una partecipazione del 14,14% - detentori del 97% delle azioni.","La societaria conta 26 soci. Tutti i soci promuovono il Patto Territoriale Lametino. Gli azionisti più importanti sono 
la PROVINCIA di Catanzaro, 
il COMUNE di Lamezia Terme con una partecipazione del 28,52%, 
la Regione Calabria attraverso ""FINCALABRA S.P.A."", con una partecipazione del 20%, 
""INVITALIA SPA"" attraverso ""Investire Partecipazioni"", con una partecipazione del 20%, 
la C.C.I.A.A. di Catanzaro, con una partecipazione del 14,14% 

Questi azionisti hanno il 97% delle azioni.",,,2024-04-14T13:43:03.244488,118.0
07108e7d68b7e897ed6a800be9802105,8,Il consiglio di amministrazione è composto da cinque amministratori di cui uno nominato dal Comune di Lamezia Terme.,Il consiglio di amministrazione è composto da cinque amministratori. Il Comune di Lamezia Terme nomina uno degli amministratori.,,,2024-04-14T13:43:36.446239,32.0
07108e7d68b7e897ed6a800be9802105,9,"Con la L. R. 2 agosto 2013, n. 42, pubblicata sul B.U.R. n. 15 dell'1 agosto 2013, supplemento straordinario n. 3 del 8 agosto 2013 – recante ad oggetto ""Riconoscimento delle Agenzie di sviluppo Locale"" – la ""LAMEZIAEUROPA S.P.A."" ha ottenuto il riconoscimento di ""Agenzia di Sviluppo Locale"". Ai sensi dell'articolo 3, comma 2, della suddetta legge regionale, le ""Agenzie di Sviluppo Locale"" hanno lo scopo di ""promuovere lo sviluppo sociale, economico ed occupazionale, di qualificare le competenze e le risorse umane e di accrescere la competitività e l'attrattività dei territori di riferimento valorizzando i sistemi produttivi locali, in piena sinergia con gli strumenti della programmazione regionale e della pianificazione territoriale"". Va evidenziato che la partecipazione in ""Lamezia Europa S.p.A."" ricade nelle ipotesi di cui all'articolo 20, comma 2, lett. b) (società con un numero di amministratori superiore a quello dei dipendenti) e lett. d) (società che, nel triennio precedente, ha conseguito un fatturato medio non superiore a un milione di euro).","Il provvedimento del 2 agosto 2013, n. 42 è stato pubblicato sul B.U.R. (Bollettino ufficiale regionale) n. 15 dell'1 agosto 2013, supplemento straordinario n. 3 del 8 agosto 2013. Il provvedimento ha come titolo ""Riconoscimento delle Agenzie di sviluppo Locale"". Con questo provvedimento la ""LAMEZIAEUROPA S.P.A."" ha ottenuto il riconoscimento di ""Agenzia di Sviluppo Locale"". Come vuole l'articolo 3, comma 2, di quella legge regionale, le ""Agenzie di Sviluppo Locale"" 
promuovono lo sviluppo sociale, economico ed occupazionale, 
forniscono competenze e personale
accrescono la competitività e l'attrattività dei territori in cui si trovano 
valorizzano le aziende locali, 
si muovono d'accordo con i programmi della regione e del territorio.

La ""Lamezia Europa S.p.A."" partecipa come vuole l'articolo 20, comma 2: 
lett. b). Questo articolo riguarda società con un numero di amministratori superiore a quello dei dipendenti, 
lett. d). Questo aricolo riguarda società che, nei tre anni precedenti fatturano meno di un milione di euro.",,,2024-04-14T20:30:49.624144,527.0
07108e7d68b7e897ed6a800be9802105,10,"Pertanto, risulta in contrasto con le previsioni di cui all'art. 24, comma1, TUSP, che prescrive, per tale partecipazione l'adozione di una misura di razionalizzazione di cui all'art. 20, commi 1 e 2.","Quindi va contro l'art. 24, comma1. Questo articolo dive che in questo caso bisogna razionalizzare nel modo indicato nell'art. 20, commi 1 e 2.",,,2024-04-14T20:32:33.435382,101.0
